link,updated,country,headquarters,industry,ceo,website,ticker,company_type,revenues,profits,market_value,employee_count,revenues_m,profits_m,assets_m,stockholder_equity_m,profit_margin,profit_as_percent_assets,profit_as_percent_equity
https://fortune.com/company/china-national-aviation-fuel-group/,8/5/24,China,Beijing,Trading,Zhou Qiang,https://www.cnaf.com,,Private,"$32,984",$99,,"13,694","$32,984.24.2%",$98.8-75.9%,"$10,700-","$4,451.3-",0.3%,0.9%,2.2%
https://fortune.com/company/china-national-building-material-group/,8/5/24,China,Beijing,"Building Materials, Glass",Zhou Yuxian,https://www.cnbm.com.cn,,Private,"$49,089",$198,,"206,518","$49,088.8-13.1%",$198.2-68.5%,"$99,339.9-","$6,682.6-",0.4%,0.2%,3%
https://fortune.com/company/china-national-coal-group/,8/5/24,China,Beijing,"Mining, Crude-Oil Production",Wang Shudong,https://en.chinacoal.com,,Private,"$35,364","$2,154",,"144,531","$35,364-15.8%","$2,154.214.8%","$73,994.9-","$15,779.2-",6.1%,2.9%,13.7%
https://fortune.com/company/china-national-nuclear/,8/5/24,China,Beijing,Energy,Yu Jianfeng,https://www.cnnc.com.cn,,Private,"$39,633","$1,297",,"182,750","$39,632.91.5%","$1,297.41.3%","$188,569.4-","$28,128.9-",3.3%,0.7%,4.6%
https://fortune.com/company/china-national-offshore-oil/,8/5/24,China,Beijing,"Mining, Crude-Oil Production",Wang DongJin,https://www.cnooc.com.cn,,Private,"$141,732","$14,559",,"82,560","$141,731.8-14%","$14,559.2-14.3%","$225,842.1-","$115,598.4-",10.3%,6.5%,12.6%
https://fortune.com/company/china-national-petroleum/,8/5/24,China,Beijing,Petroleum Refining,Dai Houliang,https://www.cnpc.com.cn,,Private,"$421,714","$21,295",,"1,026,301","$421,713.6-12.7%","$21,294.71%","$630,562-","$309,582.5-",5.1%,3.4%,6.9%
https://fortune.com/company/china-north-industries-group/,8/5/24,China,Beijing,Aerospace & Defense,Cheng Fubo,https://www.norincogroup.com.cn,,Private,"$76,507","$1,933",,"216,528","$76,506.9-7.5%","$1,9338.1%","$78,674.5-","$22,533.9-",2.5%,2.5%,8.6%
https://fortune.com/company/china-pacific-insurance-group/,8/5/24,China,Shanghai,"Insurance: Life, Health (stock)",Fu  Fan,https://www.cpic.com.cn,CHPXF,Public,"$45,760","$3,850","$33,438","98,732","$45,759.9-32.4%","$3,850.35.3%","$330,237.8-","$35,163.9-",8.4%,1.2%,11%
https://fortune.com/company/china-poly-group/,8/5/24,China,Beijing,Real estate,Zhang Wanshun,https://www.poly.com.cn,,Private,"$73,999",$988,,"102,834","$73,998.59.3%",$988.2-23.3%,"$254,160.5-","$17,207.8-",1.3%,0.4%,5.7%
https://fortune.com/company/china-post-group/,8/5/24,China,Beijing,"Mail, Package, and Freight Delivery",Liu Aili,https://www.chinapost.com.cn,,Private,"$112,779","$5,885",,"728,776","$112,778.52.3%","$5,884.520.2%","$2,310,571.9-","$73,987.5-",5.2%,0.3%,8%
https://fortune.com/company/china-railway-construction/,8/5/24,China,Beijing,Engineering & Construction,Dai  Hegen,https://www.crcc.cn,,Private,"$160,847","$1,701",,"336,433","$160,847.4-1.3%","$1,701-5.5%","$234,976.9-","$18,215.7-",1.1%,0.7%,9.3%
https://fortune.com/company/china-railway-engineering/,8/5/24,China,Beijing,Engineering & Construction,Chen Wen Jian,https://www.crecg.com,,Private,"$178,563","$2,153",,"314,149","$178,562.94%","$2,152.55.8%","$258,817.8-","$21,031.2-",1.2%,0.8%,10.2%
https://fortune.com/company/china-resources-national/,8/5/24,China,Hong Kong,Diversified Financials,Wang Xiangming,https://www.crc.com.hk,,Private,"$126,170","$3,798",,"394,112","$126,169.53.7%","$3,797.5-18.5%","$367,033.5-","$47,524.3-",3%,1%,8%
https://fortune.com/company/china-south-industries-group/,8/5/24,China,Beijing,Aerospace & Defense,Zhang  Yujin,https://www.csgc.com.cn,,Private,"$44,790","$1,137",,"159,837","$44,790.23.1%","$1,136.812.1%","$65,364.6-","$14,398-",2.5%,1.7%,7.9%
https://fortune.com/company/china-southern-power-grid/,8/5/24,China,"Guangzhou, China",Utilities,Meng Zhenping,https://www.csg.cn,,Private,"$118,814","$2,342",,"268,471","$118,813.54.5%","$2,342.254.6%","$173,039.2-","$64,219.4-",2%,1.4%,3.7%
https://fortune.com/company/china-state-construction-engineering/,8/5/24,China,Beijing,Engineering & Construction,Zheng Xuexuan,https://www.cscec.com,,Private,"$320,431","$4,372",,"382,894","$320,430.54.8%","$4,371.53.3%","$410,143.8-","$33,719.5-",1.4%,1.1%,13%
https://fortune.com/company/china-state-shipbuilding/,8/5/24,China,Shanghai,Shipping,Wen Gang,https://www.cssc.net.cn,,Private,"$48,890","$2,408",,"196,309","$48,890.1-5.6%","$2,408.4-11.1%","$143,707.9-","$42,604.7-",4.9%,1.7%,5.7%
https://fortune.com/company/china-telecommunications/,8/5/24,China,Beijing,Telecommunications,Ke Ruiwen,https://www.chinatelecom.com.cn,,Private,"$87,962","$2,151",,"391,691","$87,961.50.9%","$2,150.84.4%","$151,916.7-","$57,329.2-",2.5%,1.4%,3.8%
https://fortune.com/company/china-united-network-communications/,8/5/24,China,Beijing,Telecommunications,Chen  Zhongyue,https://www.chinaunicom-a.com,,Public,"$52,632","$1,155","$21,070","242,891","$52,632.3-0.3%","$1,154.56.4%","$93,387.4-","$22,435.2-",2.2%,1.2%,5.2%
https://fortune.com/company/china-vanke/,8/5/24,China,"Shenzhen, China",Real estate,Zhu Jiusheng,https://www.vanke.com,CHVKF,Public,"$65,790","$1,718","$10,469","131,097","$65,789.5-12.2%","$1,718.1-48.9%","$212,019.5-","$35,332.7-",2.6%,0.8%,4.9%
https://fortune.com/company/christian-dior/,1/29/25,France,Paris,Apparel,Antoine Arnault,https://www.dior-finance.com,CHDRY,Public,"$92,575","$6,290","$110,288","197,141","$93,136.511.83%","$6,81511.78%","$155,592-","$23,776-",7.32%,4.38%,28.66%
https://fortune.com/company/chs/,8/5/24,U.S.,"Inver Grove Heights, Minn.",Food Production,Jay D. Debertin,https://www.chsinc.com,,Private,"$45,590","$1,900",,"10,609","$45,590-4.6%","$1,900.413.2%","$18,957.4-","$10,447.8-",4.2%,10%,18.2%
https://fortune.com/company/chubb/,1/29/25,Switzerland,Zurich,Insurance: Property and Casualty,Evan G. Greenberg,https://www.chubb.com,CB,Public,"$54,697","$9,997","$108,196","40,000","$49,73515.22%","$9,02869.92%","$230,682-","$59,507-",18.15%,3.91%,15.17%
https://fortune.com/company/cigna/,1/29/25,U.S.,"Bloomfield, Conn.",Health Care: Pharmacy and Other Services,David M. Cordani,https://www.thecignagroup.com,CI,Public,"$232,586","$3,039","$79,157","71,413","$195,2658.2%","$5,164-22.6%","$152,761-","$46,223-",2.6%,3.4%,11.2%
https://fortune.com/company/cisco-systems-inc/,9/11/24,U.S.,San Jose,Network and Other Communications Equipment,Charles H. Robbins,https://www.cisco.com/,CSCO,Public,"$56,998","$12,613","$191,932","83,300","$56,99810.6%","$12,6136.8%","$101,852-","$44,353-",22.1%,12.4%,28.4%
https://fortune.com/company/citic-group/,8/5/24,China,Beijing,Diversified Financials,Xi  Guohua,https://www.group.citic,,Private,"$131,242","$4,125",,"213,290","$131,242.330.2%","$4,124.65.7%","$1,617,680.9-","$63,212.5-",3.1%,0.3%,6.5%
https://fortune.com/company/citigroup/,8/5/24,U.S.,New York City,Banks: Commercial and Savings,Jane Fraser,https://www.citigroup.com,C,Public,"$156,820","$9,228","$124,251","237,925","$156,82055.2%","$9,228-37.8%","$2,411,834-","$205,453-",5.9%,0.4%,4.5%
https://fortune.com/company/ck-hutchison-holdings/,8/5/24,China,Hong Kong,Specialty Retailers,"Fok Kin Ning, Canning",https://www.ckh.com.hk,CKHUY,Public,"$35,200","$3,002","$19,701","300,000","$35,199.85%","$3,001.7-35.9%","$148,415.6-","$70,256.9-",8.5%,2%,4.3%
https://fortune.com/company/coca-cola/,1/29/25,U.S.,Atlanta,Beverages,James R. Quincey,https://www.coca-colacompany.com,KO,Public,"$46,366","$10,409","$266,093","79,100","$45,7546.4%","$10,71412.3%","$97,703-","$25,941-",23.4%,11%,41.3%
https://fortune.com/company/cofco/,8/5/24,China,Beijing,Trading,Luan Richeng,https://www.cofco.com,,Private,"$97,765","$1,270",,"111,630","$97,765.1-11.3%","$1,270.3-28.1%","$102,941-","$18,338.2-",1.3%,1.2%,6.9%
https://fortune.com/company/comcast/,1/29/25,U.S.,Philadelphia,Entertainment,Brian L. Roberts,https://www.comcastcorporation.com,CMCSA,Public,"$123,070","$14,675","$139,669","186,000","$121,5720.1%","$15,388186.6%","$264,811-","$82,703-",12.7%,5.8%,18.6%
https://fortune.com/company/commonwealth-bank-of-australia/,8/5/24,Australia,Sydney,Banks: Commercial and Savings,Matt Comyn,https://www.commbank.com.au,CMWAY,Public,"$32,981","$6,789","$150,362","49,454","$32,980.550.2%","$6,788.5-13.1%","$834,520.1-","$47,959.2-",20.6%,0.8%,14.2%
https://fortune.com/company/compass-group/,1/29/25,U.K.,"Chertsey, Britain",Diversified Outsourcing Services,Dominic Blakemore,https://www.compass-group.com,CMPGY,Public,"$42,002","$1,404","$55,422","580,000","$38,004.716.71%","$1,609.513.29%","$21,490-","$6,271-",4.23%,7.49%,25.66%
https://fortune.com/company/conocophillips/,10/29/2024,U.S.,Houston,"Mining, Crude-Oil Production",Ryan M. Lance,https://www.conocophillips.com,COP,Public,"$57,533","$10,599","$128,156","9,900","$58,574-28.7%","$10,957-41.3%","$95,924-","$49,279-",18.7%,11.4%,22.2%
https://fortune.com/company/contemporary-amperex-technology/,8/5/24,China,"Ningde, China",Motor Vehicles & Parts,Robin Zeng,https://www.catl.com/en/,300750,Public,"$56,633","$6,233","$107,928","116,055","$56,632.815.9%","$6,232.536.4%","$101,040.9-","$27,854.8-",11%,6.2%,22.4%
https://fortune.com/company/continental/,10/23/24,Germany,Hanover,Motor Vehicles and Parts,Nikolai Setzer,https://www.continental.com,CTTAY,Public,"$44,778","$1,250","$12,807","202,763","$44,7788.03%","$1,250.11684.71%","$41,697-","$15,105-",2.79%,3%,8.28%
https://fortune.com/company/coop-group/,10/23/24,Switzerland,Basel,Food and Drug Stores,Philipp  Wyss,https://www.coop.ch,,Public,"$38,583",$640,,"82,983","$38,582.77.66%",$6408.69%,"$26,139-","$13,401-",1.66%,2.45%,4.78%
https://fortune.com/company/china-cosco-shipping/,8/5/24,China,Shanghai,Shipping,Wan Min,https://www.coscoshipping.com,,Private,"$53,930","$3,584",,"106,221","$53,929.6-42.1%","$3,584.4-42.5%","$151,544.5-","$40,891-",6.7%,2.4%,8.8%
https://fortune.com/company/costco/,1/29/25,U.S.,"Issaquah, Wash.",General Merchandisers,Ron M. Vachris,https://www.costco.com,COST,Public,"$258,805","$7,576","$409,941","333,000","$242,2906.8%","$6,2927.7%","$68,994-","$25,058-",2.6%,9.1%,25.1%
https://fortune.com/company/cpc/,8/5/24,Taiwan,"Kaohsiung, Taiwan",Petroleum Refining,Shun-Chin Lee,https://www.cpc.com.tw,,Private,"$33,904",$-657,,"17,142","$33,903.7-14%",$-656.7-,"$34,350.3-","$3,498.4-",-1.9%,-1.9%,-18.8%
https://fortune.com/company/credit-agricole/,10/23/24,France,Montrouge,Banks: Commercial and Savings,Philippe Brassac,https://www.credit-agricole.com,CRARY,Public,"$93,358","$6,863","$46,458","75,125","$93,358.17.96%","$6,862.620.01%","$2,418,156-","$78,513-",7.35%,0.28%,8.74%
https://fortune.com/company/credit-mutuel-group/,10/23/24,France,Strasbourg,Diversified Financials,Isabelle  Ferrand,https://investors.bfcm.creditmutuel.fr/,,Private,"$45,490","$4,262",,"77,283","$45,489.959.14%","$4,261.521.71%","$1,008,979-","$66,671-",9.37%,0.42%,6.39%
https://fortune.com/company/crh/,10/23/24,Ireland,Dublin,"Building Materials, Glass",Albert Manifold,https://www.crh.com,CRH,Public,"$34,949","$3,178","$63,200","78,500","$34,9494.74%","$3,178-17.71%","$47,469-","$20,854-",9.09%,6.69%,15.24%
https://fortune.com/company/crrc-group/,8/5/24,China,Beijing,Industrial Machinery,Sun Yongcai,https://www.crrcgc.cc,,Private,"$34,520",$862,,"165,344","$34,519.7-0.5%",$861.5-4.5%,"$76,601.7-","$13,608.9-",2.5%,1.1%,6.3%
https://fortune.com/company/cummins/,8/5/24,U.S.,"Columbus, Ind.",Industrial Machinery,Jennifer Rumsey,https://www.cummins.com,CMI,Public,"$34,065",$735,"$39,520","75,500","$34,06521.3%",$735-65.8%,"$32,005-","$8,850-",2.2%,2.3%,8.3%
https://fortune.com/company/cvs-health/,8/5/24,U.S.,"Woonsocket, R.I.",Health Care: Pharmacy and Other Services,J. David Joyner,https://www.cvshealth.com,CVS,Public,"$357,776","$8,344","$73,653","259,500","$357,77611%","$8,344101.1%","$249,728-","$76,461-",2.3%,3.3%,10.9%
https://fortune.com/company/d-r-horton/,1/29/25,U.S.,"Arlington, Texas",Homebuilders,Paul J. Romanowski,https://www.drhorton.com,DHI,Public,"$36,688","$4,654","$46,652","14,766","$35,460.45.9%","$4,745.7-19%","$32,582.4-","$22,696.2-",13.4%,14.6%,20.9%
https://fortune.com/company/dai-ichi-life-holdings/,8/5/24,Japan,Tokyo,"Insurance: Life, Health (stock)",Tetsuya Kikuta,https://www.dai-ichi-life-hd.com,DLICY,Public,"$76,305","$2,219","$27,922","59,495","$76,304.88.5%","$2,219.456.2%","$446,636.1-","$12,379.9-",2.9%,0.5%,17.9%
https://fortune.com/company/daimler-truck-holding/,10/23/24,Germany,Leinfelden-Echterdingen,Motor Vehicles and Parts,Karin  Radstrom,https://www.daimlertruck.com,DTRUY,Public,"$60,420","$4,081","$31,011","102,946","$60,420.412.76%","$4,08145.6%","$78,653-","$23,862-",6.75%,5.19%,17.1%
https://fortune.com/company/daiwa-house-industry/,8/5/24,Japan,Osaka,Engineering & Construction,Keiichi Yoshii,https://www.daiwahouse.com/english,DWAHY,Public,"$35,999","$2,067","$17,622","48,483","$35,999.4-0.7%","$2,067.1-9.3%","$43,206.7-","$15,066-",5.7%,4.8%,13.7%
https://fortune.com/company/deere/,1/29/25,U.S.,"Moline, Ill.",Construction and Farm Machinery,John C. May,https://www.deere.com,DE,Public,"$51,716","$7,100","$116,806","55,524","$61,25116.5%","$10,16642.6%","$104,087-","$21,785-",16.6%,9.8%,46.7%
https://fortune.com/company/dell-technologies/,1/29/25,U.S.,"Round Rock, Texas",Computers,Michael S. Dell,https://www.delltechnologies.com/,DELL,Public,"$93,954","$4,098","$76,511","120,000","$88,425-13.6%","$3,21131.5%","$82,089-","$-2,404-",3.6%,3.9%,-
https://fortune.com/company/delta-air-lines/,1/29/25,U.S.,Atlanta,Airlines,Edward H. Bastian,https://www.delta.com,DAL,Public,"$61,643","$3,457","$42,266","103,000","$58,04814.8%","$4,609249.7%","$73,644-","$11,105-",7.9%,6.3%,41.5%
https://fortune.com/company/denso/,1/29/25,Japan,"Kariya, Japan",Motor Vehicle Parts,Shinnosuke Hayashi,https://www.denso.com/global,DNZOY,Public,"$47,315","$2,229","$39,783","162,029","$49,4354.5%","$2,164.2-6.9%","$60,133.4-","$36,602.2-",4.4%,3.6%,5.9%
https://fortune.com/company/deutsche-bahn/,10/23/24,Germany,Berlin,Railroads,Richard Lutz,https://www.deutschebahn.com,,Private,"$53,198","$-2,566",,"326,781","$53,197.9-10.15%","$-2,566.4-","$85,567-","$13,235-",-4.82%,-3%,-19.39%
https://fortune.com/company/deutsche-bank/,10/23/24,Germany,Frankfurt,Banks: Commercial and Savings,Christian Sewing,https://www.db.com,DB,Public,"$65,978","$6,845","$33,731","90,130","$65,978.156.03%","$6,845.320.08%","$1,454,899-","$72,895-",10.38%,0.47%,9.39%
https://fortune.com/company/deutsche-telekom/,1/29/25,Germany,"Bonn, Germany",Telecommunications,Timotheus H?ttges,https://www.telekom.com,DTEGY,Public,"$123,829","$6,497","$153,923","199,923","$121,046.20.78%","$19,229.9128.52%","$320,637-","$62,873-",15.89%,6%,30.59%
https://fortune.com/company/deutsche-post-dhl-group/,1/29/25,Germany,"Bonn, Germany",Delivery,Tobias Meyer,https://group.dhl.com,DHLGY,Public,"$89,809","$3,490","$42,584","595,267","$88,385.3-11.01%","$3,975.1-29.48%","$73,795-","$24,825-",4.5%,5.39%,16.01%
https://fortune.com/company/dollar-general/,1/29/25,U.S.,"Goodlettsville, Tenn.",Specialty Retailers,Todd J. Vasos,https://www.dollargeneral.com,DG,Public,"$40,166","$1,336","$15,080","185,800","$38,691.62.2%","$1,661.3-31.2%","$30,795.6-","$6,749.1-",4.3%,5.4%,24.6%
https://fortune.com/company/dongfeng-motor/,8/5/24,China,"Wuhan, China",Motor Vehicles & Parts,Yang Qing,https://www.dfmc.com.cn,,Private,"$57,596",$-392,,"122,658","$57,595.9-15.8%",$-391.6-132.3%,"$71,051.6-","$18,378.7-",-0.7%,-0.6%,-2.1%
https://fortune.com/company/dow/,1/29/25,U.S.,"Midland, Mich.",Chemicals,James R. Fitterling,https://www.dow.com,DOW,Public,"$43,180","$1,064","$28,284","35,900","$44,622-21.6%",$589-87.2%,"$57,967-","$18,607-",1.3%,1%,3.2%
https://fortune.com/company/dz-bank/,10/23/24,Germany,Frankfurt,Banks: Commercial and Savings,Cornelius Riese,https://www.dzbank.com,,Public,"$37,221","$2,303",,"29,901","$37,220.931.72%","$2,302.7112.35%","$711,938-","$32,147-",6.19%,0.32%,7.16%
https://fortune.com/company/e-on-2/,10/23/24,Germany,Essen,Energy,Leonhard Birnbaum,https://www.eon.com,EONGY,Public,"$101,280",$559,"$37,551","72,242","$101,280.1-16.74%",$558.9-70.98%,"$125,366-","$15,589-",0.55%,0.45%,3.59%
https://fortune.com/company/ecopetrol/,8/5/24,Colombia,"Bogota, Colombia","Mining, Crude-Oil Production",Ricardo Roa Barrag?n,https://www.ecopetrol.com.co,EC,Public,"$33,127","$4,872","$23,225","19,657","$33,126.5-11.8%","$4,872.4-34.5%","$72,404.2-","$19,566.8-",14.7%,6.7%,24.9%
https://fortune.com/company/edeka-zentrale/,10/23/24,Germany,Hamburg,Wholesalers: Food and Grocery,Markus Mosa,https://www.verbund.edeka,,Private,"$54,455",$462,,"410,700","$54,454.610.05%",$461.72.67%,"$11,957-","$2,627-",0.85%,3.86%,17.57%
https://fortune.com/company/electricite-de-france/,10/23/24,France,Paris,Utilities,Luc Rémont,https://www.edf.fr,,Public,"$151,040","$10,828","$56,203","171,862","$151,040.20.09%","$10,827.9-","$402,929-","$57,619-",7.17%,2.69%,18.79%
https://fortune.com/company/elevance-health/,1/29/25,U.S.,Indianapolis,Health Care: Insurance and Managed Care,Gail K. Boudreaux,https://www.elevancehealth.com,ELV,Public,"$177,011","$5,980","$90,285","104,900","$171,3409.4%","$5,987-0.6%","$108,928-","$39,306-",3.5%,5.5%,15.2%
https://fortune.com/company/eli-lilly/,1/29/25,U.S.,Indianapolis,Pharmaceuticals,David A. Ricks,https://www.lilly.com,LLY,Public,"$40,863","$8,370","$708,892","43,000","$34,124.119.6%","$5,240.4-16.1%","$64,006.3-","$10,771.9-",15.4%,8.2%,48.7%
https://fortune.com/company/auchan-holding/,10/23/24,France,Croix,Food and Drug Stores,Antoine  Grolin,https://www.groupe-elo.com,,Private,"$35,569",$-410,,"145,025","$35,569-0.64%",$-409.7-1280.48%,"$22,956-","$6,214-",-1.15%,-1.78%,-6.59%
https://fortune.com/company/emirates-group/,8/5/24,United Arab Emirates,Dubai,Airlines,Sheikh Ahmed bin Saeed Al Maktoum,https://www.theemiratesgroup.com,,Private,"$32,638","$4,692",,"112,406","$32,637.912.2%","$4,692.162.7%","$44,635.3-","$12,450.2-",14.4%,10.5%,37.7%
https://fortune.com/company/enbridge/,8/5/24,Canada,Calgary,Pipelines,Gregory L. Ebel,https://www.enbridge.com,ENB,Public,"$32,350","$4,588","$76,040","12,450","$32,349.5-21%","$4,588.398.8%","$136,769.6-","$46,612.6-",14.2%,3.4%,9.8%
https://fortune.com/company/enel/,10/23/24,Italy,Rome,Utilities,Flavio Cattaneo,https://www.enel.com,ENLAY,Public,"$103,311","$3,717","$79,843","61,055","$103,311.4-30.1%","$3,716.7110.09%","$215,622-","$35,073-",3.6%,1.72%,10.6%
https://fortune.com/company/jxtg-holdings/,8/5/24,Japan,Tokyo,Petroleum Refining,Miyata  Tomohide,https://www.hd.eneos.co.jp,JXHLY,Public,"$79,021","$1,994","$15,823","50,269","$79,020.5-13.6%","$1,993.587.7%","$67,031.8-","$21,341.2-",2.5%,3%,9.3%
https://fortune.com/company/energie-baden-wurttemberg/,10/23/24,Germany,Karlsruhe,Utilities,Georg Stamatelopoulos,https://www.enbw.com,,Public,"$48,032","$1,662","$20,026","26,943","$48,032.2-18.45%","$1,662.2-9.07%","$71,481-","$10,281-",3.46%,2.33%,16.17%
https://fortune.com/company/energy-transfer-equity/,8/5/24,U.S.,Dallas,Pipelines,Thomas E. Long/Marshall S. McCrea III,https://www.energytransfer.com,ET,Public,"$78,586","$3,935","$55,235","13,786","$78,586-12.6%","$3,935-17.3%","$113,698-","$36,682-",5%,3.5%,10.7%
https://fortune.com/company/engie/,10/23/24,France,Courbevoie,Energy,Catherine MacGregor,https://www.engie.com,ENGIY,Public,"$89,258","$2,387","$42,474","97,297","$89,257.7-18.24%","$2,387950.7%","$214,977-","$33,197-",2.67%,1.11%,7.19%
https://fortune.com/company/eni-2/,10/23/24,Italy,Rome,Petroleum Refining,Claudio Descalzi,https://www.eni.com,E,Public,"$102,502","$5,158","$47,803","33,142","$102,501.7-27.1%","$5,157.7-64.69%","$157,506-","$58,741-",5.03%,3.27%,8.78%
https://fortune.com/company/enterprise-products-partners/,8/5/24,U.S.,Houston,Pipelines,A. James Teague/W. Randall Fowler,https://www.enterpriseproducts.com,EPD,Public,"$49,715","$5,532","$64,278","7,500","$49,715-14.6%","$5,5320.8%","$70,982-","$27,673-",11.1%,7.8%,20%
https://fortune.com/company/statoil/,10/29/2024,Norway,"Stavanger, Norway",Petroleum Refining,Anders Opedal,https://www.equinor.com,EQNR,Public,"$102,726","$9,592","$74,260","23,449","$107,174-28.93%","$11,885-58.66%","$143,580-","$48,490-",11.09%,8.28%,24.51%
https://fortune.com/company/exor-group/,10/23/24,Netherlands,Amsterdam,Diversified Financials,John Elkann,https://www.exor.com,EXXRF,Public,"$48,369","$4,534","$22,962","83,773","$48,368.85.2%","$4,5341.98%","$104,682-","$25,699-",9.37%,4.33%,17.64%
https://fortune.com/company/exxon-mobil/,8/5/24,U.S.,"Spring, Texas",Petroleum Refining,Darren W. Woods,https://www.exxonmobil.com,XOM,Public,"$344,582","$36,010","$516,824","61,500","$344,582-16.7%","$36,010-35.4%","$376,317-","$204,802-",10.5%,9.6%,17.6%
https://fortune.com/company/fairfax-financial-holdings/,8/5/24,Canada,Toronto,Insurance: Property and Casualty (Stock),V. Prem Watsa,https://www.fairfax.ca,FRFHF,Public,"$38,417","$4,382","$29,046","51,044","$38,417.237%","$4,381.8282%","$91,985.1-","$22,950.5-",11.4%,4.8%,19.1%
https://fortune.com/company/fannie-mae/,9/11/24,U.S.,"Washington, D.C.",Financial Services & Insurance,Priscilla Almodovar,https://www.fanniemae.com,FNMA,Public,"$141,240","$17,408","$8,585","8,104","$141,24016.2%","$17,40834.7%","$4,325,437-","$77,682-",12.3%,0.4%,22.4%
https://fortune.com/company/fedex/,1/29/25,U.S.,Memphis,Delivery,Rajesh Subramaniam,https://www.fedex.com,FDX,Public,"$87,393","$3,888","$66,617","422,100","$90,155-3.6%","$3,9723.8%","$87,143-","$26,088-",4.4%,4.6%,15.2%
https://fortune.com/company/fomento-economico-mexicano/,1/29/25,Mexico,"Monterrey, Mexico",Beverages,José Antonio Fernández Carbajal,https://www.femsa.com,FMX,Public,"$41,798","$1,312","$27,465","392,287","$44,167.931.9%","$3,703.9211.5%","$47,602.4-","$17,949.2-",8.4%,7.8%,20.6%
https://fortune.com/company/ford-motor/,8/5/24,U.S.,"Dearborn, Mich.",Motor Vehicles & Parts,James D. Farley Jr.,https://www.ford.com,F,Public,"$176,191","$4,347","$56,811","177,000","$176,19111.5%","$4,347-","$273,310-","$42,773-",2.5%,1.6%,10.2%
https://fortune.com/company/freddie-mac/,8/5/24,U.S.,"McLean, Va.",Diversified Financials,Diana Reid,https://www.freddiemac.com,FMCC,Public,"$108,050","$10,538","$4,528","8,020","$108,05024.6%","$10,53813%","$3,280,976-","$47,722-",9.8%,0.3%,22.1%
https://fortune.com/company/gazprom/,10/23/24,Russia,St. Petersburg,Energy,Alexey B. Miller,https://www.gazprom.com,OGZPY,Public,"$100,252","$-7,383","$74,282","492,200","$100,252.5-40.27%","$-7,383.4-141.85%","$320,303-","$174,573-",-7.36%,-2.31%,-4.23%
https://fortune.com/company/general-electric/,1/29/25,U.S.,"Evendale, Ohio",Aerospace and Defense,H. Lawrence Culp Jr.,https://www.ge.com,GE,Public,"$38,702","$6,556","$195,127","125,000","$67,954-11.2%","$9,4814113.8%","$163,045-","$27,378-",14%,5.8%,34.6%
https://fortune.com/company/general-dynamics/,1/29/25,U.S.,"Reston, Va.",Aerospace and Defense,Phebe N. Novakovic,https://www.gd.com,GD,Public,"$46,046","$3,639","$73,166","111,600","$42,2727.3%","$3,315-2.2%","$54,810-","$21,299-",7.8%,6.1%,15.6%
https://fortune.com/company/general-motors/,8/5/24,U.S.,Detroit,Motor Vehicles & Parts,Mary T. Barra,https://www.gm.com,GM,Public,"$171,842","$10,127","$56,222","163,000","$171,8429.6%","$10,1271.9%","$273,064-","$64,286-",5.9%,3.7%,15.8%
https://fortune.com/company/george-weston/,8/5/24,Canada,Toronto,Food & Drug Stores,Galen G. Weston,https://www.weston.ca,WNGRF,Public,"$44,560","$1,141","$20,209","220,280","$44,559.61.7%","$1,141.3-18.2%","$37,750.3-","$5,063-",2.6%,3%,22.5%
https://fortune.com/company/glencore/,10/23/24,Switzerland,Baar,"Mining, Crude-Oil Production",Gary Nagle,https://www.glencore.com,GLNCY,Public,"$217,829","$4,280","$64,225","83,426","$217,829-14.91%","$4,280-75.29%","$123,869-","$43,580-",1.96%,3.46%,9.82%
https://fortune.com/company/goldman-sachs-group/,1/29/25,U.S.,New York City,Megabanks,David M. Solomon,https://www.goldmansachs.com,GS,Public,"$126,853","$14,276","$197,204","46,400","$108,41857.8%","$8,516-24.4%","$1,641,594-","$116,905-",7.9%,0.5%,7.3%
https://fortune.com/company/greenland-holding-group/,8/5/24,China,Shanghai,Real estate,Zhang Yuliang,https://www.ldjt.com.cn,,Public,"$50,897","$-1,350","$2,730","59,970","$50,897-21.5%","$-1,349.9-999%","$168,210.2-","$11,319-",-2.7%,-0.8%,-11.9%
https://fortune.com/company/groupe-bpce/,10/23/24,France,Paris,Banks: Commercial and Savings,Nicolas Namias,https://www.groupebpce.com,,Private,"$73,775","$3,031",,"97,835","$73,774.754.59%","$3,031.3-27.05%","$1,705,477-","$93,226-",4.11%,0.18%,3.25%
https://fortune.com/company/gs-caltex/,8/5/24,South Korea,Seoul,Petroleum Refining,Sae-Hong Hur,https://www.gscaltex.com,,Private,"$37,217",$883,,"3,268","$37,216.9-17.9%",$882.6-59.2%,"$18,775.2-","$10,420.5-",2.4%,4.7%,8.5%
https://fortune.com/company/glaxosmithkline/,10/23/24,Britain,Brentford,Pharmaceuticals,Emma N. Walmsley,https://www.gsk.com,GSK,Public,"$37,692","$6,125","$79,777","70,212","$37,691.8-12.42%","$6,124.5-66.79%","$75,204-","$17,011-",16.25%,8.14%,36%
https://fortune.com/company/guangdong-guangxin-holdings/,8/5/24,China,"Guangzhou, China",Diversified Financials,Xiao  Zhiping,https://www.gdghg.com,,Public,"$36,609",$86,,"44,837","$36,608.93.5%",$86-75.8%,"$17,393.8-","$2,437.9-",0.2%,0.5%,3.5%
